Target, Output
61.40000, 55.48723
61.40000, 55.96918
61.40000, 56.57107
61.40000, 55.79803
61.40000, 55.21543
61.40000, 54.77129
61.40000, 54.77986
61.40000, 54.28844
61.40000, 55.63685
61.40000, 54.75557
61.40000, 53.91916
61.40000, 53.41698
61.40000, 52.64362
